layers,checkpoint,tokens_per_layer,mean_raw_peak,mean_offline_peak,mean_online_global_minpeak,mean_online_global_peak_matchedcost,mean_benefit_captured_global_pct,mean_benefit_captured_local_pct,frac_layers_online_reaches_relief,mean_commtime_reduction_online_global_pct_primary,mean_commtime_reduction_offline_pct_primary,online_reduces_peak_all_layers,order_sensitivity_peak_std,latred_Switch_online_global_pct,latred_Ring_online_global_pct,latred_FullyConnected_online_global_pct,latred_Switch_online_local_pct,latred_Ring_online_local_pct,latred_FullyConnected_online_local_pct,latred_Switch_offline_pct,latred_Ring_offline_pct,latred_FullyConnected_offline_pct
8,5473,250000,1.26206,1.049984,1.0000360000000001,1.2058719999999998,32.80211625540959,28.973825798605368,1.0,3.3600575676023263,3.0654072263886234,True,7.561305002000772e-05,3.3600575676023263,0.8246532106313667,2.25107341799142,2.32321495314822,0.5740141506247437,2.4531965328851753,3.0654072263886234,2.061187492123034,1.8799177687043147
