layer,init_peak,margin_frac_moved_pct,margin_scoreloss,random_frac_moved_pct,random_scoreloss,dropping_frac_dropped_pct,dropping_scoreloss,dropping_vs_margin_scoreloss_x,random_vs_margin_scoreloss_x
layer_02,1.463872,7.5,17.325836181640625,7.678400000000001,209.52847290039062,6.5296,364.9483947753906,21.06382577725797,12.093411867902693
layer_03,1.280384,4.1028,15.275558471679688,4.0708,351.60919189453125,3.5839999999999996,274.0449676513672,17.940094835775483,23.017763477937745
layer_04,1.34096,4.295999999999999,68.76736450195312,4.2496,515.2450256347656,3.8184000000000005,645.7891845703125,9.39092532115246,7.492580664773501
layer_05,1.184864,2.6311999999999998,24.349395751953125,2.5340000000000003,392.1461944580078,2.2367999999999997,385.91241455078125,15.848952412703147,16.104966154100673
layer_06,1.23584,3.4168,49.29388427734375,3.4012000000000002,567.2777404785156,3.0308,645.7625732421875,13.10025741953937,11.508075470109492
layer_07,1.206688,4.3988,93.25253295898438,4.4168,919.2367553710938,3.9852,981.5647888183594,10.525878039689118,9.857499053408075
layer_08,1.204608,4.5072,62.1630859375,4.4688,863.2049255371094,3.7567999999999997,885.4596862792969,14.24413979655958,13.886133748330845
layer_09,1.179264,3.7463999999999995,44.995880126953125,3.7303999999999995,750.1153411865234,3.2079999999999997,743.0609436035156,16.513977313189887,16.670756057446123
