checkpoint,top1_match_rate,top8_overlap
5000,0.29515548780487805,0.5140314024390245
120000,0.5036140243902439,0.6933836890243903
245000,0.5875512195121951,0.7586948932926829
490000,0.6812884146341464,0.8254875381097561
